,hour_of_day,hour_of_day_bins,is_weekend,city,merchant_category,payment_method,account_age_years,time_since_last_txn_hrs,time_since_last_txn_hrs_bins,failed_attempts,is_international,pin_changed_recently,is_night_transaction,is_fraud
265,10,25%-50%,0,London,Grocery,Mobile Payment,9.0,24.39,75%-max,1,0,0,0,0
266,14,50%-75%,0,Osaka,Crypto Exchange,Bank Transfer,6.1,4.45,25%-50%,0,0,0,0,0
267,11,25%-50%,0,Rio,Online Shopping,Credit Card,1.1,12.02,50%-75%,0,0,0,0,0
268,10,25%-50%,0,Sydney,Utilities,Mobile Payment,7.1,4.24,25%-50%,0,0,0,0,0
269,11,25%-50%,1,Osaka,Travel,Debit Card,6.9,27.71,75%-max,0,0,0,0,0
270,0,,0,Vancouver,Utilities,Bank Transfer,2.5,12.69,50%-75%,3,0,0,1,0
271,21,75%-max,0,Lyon,Restaurant,Crypto,1.1,3.58,25%-50%,0,0,0,0,0
272,19,75%-max,0,Delhi,Grocery,Mobile Payment,2.1,2.64,min-25%,3,0,0,0,1
273,2,min-25%,0,Lyon,ATM Withdrawal,Mobile Payment,2.6,7.45,25%-50%,0,0,0,1,0
274,11,25%-50%,1,Sydney,Crypto Exchange,Debit Card,1.8,0.8,min-25%,0,0,0,0,0
275,10,25%-50%,1,Delhi,Jewelry,Bank Transfer,5.3,7.73,25%-50%,0,0,1,0,0
276,11,25%-50%,0,Delhi,Online Shopping,Debit Card,10.5,1.15,min-25%,0,0,0,0,0
277,7,25%-50%,1,London,Gaming,Bank Transfer,3.5,6.36,25%-50%,0,0,0,0,0
278,20,75%-max,0,Berlin,Fuel,Debit Card,2.0,6.42,25%-50%,0,1,0,0,0
279,21,75%-max,1,Melbourne,Grocery,Credit Card,7.2,10.64,50%-75%,0,0,0,0,0
280,19,75%-max,1,Osaka,Utilities,Debit Card,3.2,3.11,min-25%,0,0,0,0,0
281,16,50%-75%,1,Rio,ATM Withdrawal,Credit Card,0.3,24.83,75%-max,1,0,0,0,0
282,1,min-25%,0,Rio,ATM Withdrawal,Credit Card,12.5,0.72,min-25%,0,1,1,1,1
283,20,75%-max,0,Berlin,Education,Debit Card,6.4,38.93,75%-max,0,0,0,0,0
284,5,min-25%,1,Rio,Electronics,Debit Card,7.6,3.23,min-25%,0,0,0,1,0
285,8,25%-50%,0,Rio,Entertainment,Credit Card,7.9,23.43,75%-max,0,0,0,0,0
286,5,min-25%,0,Lyon,Education,Credit Card,2.9,7.22,25%-50%,1,1,1,1,0
287,4,min-25%,1,Los Angeles,Utilities,Credit Card,0.6,13.18,50%-75%,5,0,0,1,0
288,13,50%-75%,0,Melbourne,ATM Withdrawal,Mobile Payment,1.1,24.8,75%-max,0,0,0,0,0
289,4,min-25%,1,Munich,Healthcare,Credit Card,3.9,6.93,25%-50%,0,0,0,1,0
290,11,25%-50%,1,Paris,Utilities,Crypto,1.4,12.13,50%-75%,0,1,0,0,0
291,6,min-25%,0,Berlin,ATM Withdrawal,Credit Card,8.9,3.65,25%-50%,2,0,0,1,0
292,8,25%-50%,0,Tokyo,Travel,Debit Card,1.2,25.39,75%-max,0,0,0,0,0
293,12,25%-50%,0,Mumbai,Crypto Exchange,Bank Transfer,14.2,0.99,min-25%,2,0,0,0,0
294,23,75%-max,0,Sydney,Fuel,Credit Card,2.8,1.54,min-25%,0,0,0,1,0
295,3,min-25%,1,Toronto,Clothing,Credit Card,15.3,11.16,50%-75%,2,1,0,1,0
296,17,50%-75%,0,London,Entertainment,Crypto,0.6,32.06,75%-max,0,0,0,0,0
297,6,min-25%,0,Guadalajara,Utilities,Bank Transfer,1.4,6.23,25%-50%,0,0,1,1,0
298,6,min-25%,1,London,Gaming,Debit Card,11.6,23.06,75%-max,2,0,0,1,1
299,15,50%-75%,0,Los Angeles,Jewelry,Mobile Payment,0.9,32.61,75%-max,0,0,0,0,0
300,8,25%-50%,0,Guadalajara,Entertainment,Mobile Payment,3.0,36.27,75%-max,0,1,0,0,0
301,20,75%-max,0,Manchester,Online Shopping,Credit Card,8.2,2.3,min-25%,0,0,0,0,0
302,10,25%-50%,1,Manchester,Electronics,Debit Card,5.4,3.07,min-25%,0,0,0,0,0
303,23,75%-max,0,Vancouver,Clothing,Debit Card,2.2,20.96,75%-max,0,0,0,1,0
304,3,min-25%,0,São Paulo,Gaming,Credit Card,2.4,5.62,25%-50%,0,0,0,1,0
305,22,75%-max,1,Delhi,Healthcare,Credit Card,16.6,40.48,75%-max,0,0,0,1,0
306,13,50%-75%,0,Sydney,Entertainment,Crypto,4.0,5.55,25%-50%,0,0,0,0,0
307,16,50%-75%,1,Mumbai,Online Shopping,Credit Card,11.2,36.96,75%-max,0,0,0,0,0
308,12,25%-50%,1,Rio,Jewelry,Bank Transfer,5.7,5.62,25%-50%,0,0,0,0,0
309,20,75%-max,0,Berlin,Online Shopping,Debit Card,8.9,28.53,75%-max,0,0,0,0,0
310,23,75%-max,1,Manchester,ATM Withdrawal,Crypto,0.1,6.55,25%-50%,0,0,0,1,0
311,23,75%-max,0,Guadalajara,Online Shopping,Debit Card,2.6,12.44,50%-75%,0,0,0,1,0
312,2,min-25%,0,Berlin,Crypto Exchange,Debit Card,8.7,7.69,25%-50%,0,0,0,1,0
313,20,75%-max,1,Los Angeles,Education,Bank Transfer,8.2,8.2,25%-50%,0,0,0,0,0
314,22,75%-max,0,Toronto,Crypto Exchange,Debit Card,21.3,4.09,25%-50%,1,1,0,1,0
315,22,75%-max,0,Munich,Gaming,Credit Card,0.8,13.51,50%-75%,0,0,0,1,0
316,10,25%-50%,0,Guadalajara,Gaming,Credit Card,7.1,16.3,50%-75%,2,0,0,0,0
317,1,min-25%,0,Osaka,Jewelry,Debit Card,4.4,15.42,50%-75%,0,0,0,1,0
318,22,75%-max,0,Lyon,Healthcare,Debit Card,15.0,38.55,75%-max,0,0,0,1,0
319,4,min-25%,0,Berlin,Grocery,Debit Card,12.6,11.97,50%-75%,2,0,0,1,0
320,15,50%-75%,0,Melbourne,ATM Withdrawal,Credit Card,1.1,3.07,min-25%,0,0,0,0,0
321,22,75%-max,0,Melbourne,Travel,Credit Card,17.0,17.37,75%-max,0,0,1,1,0
322,13,50%-75%,0,Los Angeles,Utilities,Credit Card,1.7,11.68,50%-75%,0,0,0,0,0
323,0,,0,Lyon,Grocery,Debit Card,2.5,12.68,50%-75%,0,0,0,1,0
324,5,min-25%,1,Munich,Electronics,Crypto,1.2,1.78,min-25%,0,0,0,1,0
325,18,50%-75%,0,Delhi,Crypto Exchange,Debit Card,13.8,1.51,min-25%,1,1,0,0,0
326,5,min-25%,1,New York,Jewelry,Debit Card,4.2,10.95,50%-75%,0,0,0,1,0
327,16,50%-75%,0,London,Online Shopping,Debit Card,9.9,3.33,min-25%,5,0,0,0,0
328,0,,0,Manchester,Healthcare,Credit Card,11.9,2.82,min-25%,0,0,0,1,0
329,14,50%-75%,0,Lyon,Crypto Exchange,Debit Card,2.3,3.23,min-25%,0,0,0,0,0
330,1,min-25%,0,Rio,Utilities,Bank Transfer,10.2,1.35,min-25%,0,0,0,1,0
331,11,25%-50%,1,Sydney,Healthcare,Bank Transfer,3.5,6.04,25%-50%,1,0,0,0,0
332,13,50%-75%,1,Sydney,Healthcare,Debit Card,5.8,0.48,min-25%,0,0,0,0,0
333,14,50%-75%,1,Toronto,Crypto Exchange,Credit Card,1.3,4.63,25%-50%,0,1,0,0,0
334,23,75%-max,1,Manchester,Healthcare,Credit Card,4.5,10.49,50%-75%,0,0,0,1,0
335,11,25%-50%,1,Mexico City,Grocery,Bank Transfer,4.9,4.22,25%-50%,0,0,0,0,0
336,12,25%-50%,0,Toronto,Entertainment,Credit Card,4.8,2.54,min-25%,0,0,1,0,0
337,1,min-25%,0,São Paulo,Electronics,Credit Card,15.2,4.97,25%-50%,0,0,0,1,0
338,23,75%-max,0,Melbourne,Clothing,Debit Card,4.4,18.08,75%-max,0,1,0,1,0
339,23,75%-max,0,Osaka,Jewelry,Bank Transfer,3.1,6.27,25%-50%,0,0,1,1,0
340,7,25%-50%,0,Guadalajara,Restaurant,Debit Card,5.6,1.13,min-25%,0,0,0,0,0
341,2,min-25%,1,Tokyo,Crypto Exchange,Debit Card,0.5,4.76,25%-50%,0,0,0,1,0
342,20,75%-max,0,Mexico City,Restaurant,Credit Card,2.3,14.65,50%-75%,0,0,0,0,0
343,8,25%-50%,0,Manchester,Restaurant,Credit Card,2.6,17.84,75%-max,1,1,0,0,0
344,19,75%-max,0,Los Angeles,Clothing,Credit Card,7.4,4.79,25%-50%,0,0,0,0,1
345,23,75%-max,1,Rio,Entertainment,Mobile Payment,7.3,7.92,25%-50%,0,0,0,1,0
346,1,min-25%,1,Lyon,Fuel,Debit Card,9.7,3.36,min-25%,0,0,1,1,0
347,0,,0,Tokyo,Crypto Exchange,Credit Card,1.8,16.55,75%-max,0,1,0,1,0
348,13,50%-75%,1,Paris,Fuel,Debit Card,9.9,23.08,75%-max,0,0,0,0,0
349,4,min-25%,0,Toronto,Online Shopping,Credit Card,5.3,5.72,25%-50%,0,0,0,1,0
350,3,min-25%,0,London,ATM Withdrawal,Mobile Payment,1.5,6.22,25%-50%,5,0,0,1,0
351,20,75%-max,0,Toronto,Gaming,Credit Card,0.8,42.37,75%-max,2,0,0,0,0
352,12,25%-50%,0,Berlin,Restaurant,Credit Card,2.4,4.57,25%-50%,0,1,0,0,0
353,1,min-25%,1,Munich,Grocery,Mobile Payment,30.0,0.39,min-25%,0,1,0,1,0
354,17,50%-75%,0,Paris,Crypto Exchange,Debit Card,2.3,0.39,min-25%,0,0,0,0,0
355,1,min-25%,0,Melbourne,Online Shopping,Credit Card,2.7,38.45,75%-max,0,0,0,1,0
356,3,min-25%,0,Osaka,Education,Debit Card,1.0,2.85,min-25%,3,0,0,1,0
357,7,25%-50%,0,Mexico City,Restaurant,Credit Card,6.9,12.7,50%-75%,0,1,0,0,0
358,5,min-25%,0,Osaka,Gaming,Bank Transfer,2.4,20.12,75%-max,0,0,0,1,0
359,12,25%-50%,1,Mumbai,Healthcare,Bank Transfer,0.8,2.04,min-25%,0,0,0,0,0
360,23,75%-max,0,Toronto,Fuel,Debit Card,10.8,0.96,min-25%,0,0,0,1,0
361,6,min-25%,0,São Paulo,Jewelry,Credit Card,2.0,30.79,75%-max,0,0,0,1,0
362,5,min-25%,0,Tokyo,Fuel,Bank Transfer,4.7,23.9,75%-max,1,0,0,1,0
363,9,25%-50%,0,Mexico City,Electronics,Bank Transfer,3.5,7.98,25%-50%,2,1,0,0,0
364,14,50%-75%,0,São Paulo,Fuel,Debit Card,5.3,7.54,25%-50%,0,0,0,0,0
365,6,min-25%,0,Guadalajara,Grocery,Mobile Payment,2.1,0.56,min-25%,0,0,0,1,0
366,14,50%-75%,1,Rio,Electronics,Credit Card,1.5,28.23,75%-max,1,0,0,0,0
367,2,min-25%,1,Mumbai,Education,Debit Card,5.0,54.44,75%-max,0,0,0,1,0
368,9,25%-50%,1,Delhi,ATM Withdrawal,Mobile Payment,2.0,1.84,min-25%,3,0,0,0,0
369,2,min-25%,0,Guadalajara,Utilities,Bank Transfer,1.3,4.81,25%-50%,0,0,0,1,0
370,12,25%-50%,0,Rio,Entertainment,Debit Card,2.9,23.87,75%-max,0,0,0,0,0
371,0,,0,Vancouver,Jewelry,Credit Card,3.8,18.16,75%-max,0,1,0,1,0
372,18,50%-75%,0,Guadalajara,Electronics,Mobile Payment,0.8,9.65,50%-75%,0,0,0,0,0
373,6,min-25%,0,Munich,Jewelry,Credit Card,2.7,0.37,min-25%,0,0,1,1,1
374,10,25%-50%,1,New York,Jewelry,Mobile Payment,0.5,43.69,75%-max,0,1,0,0,0
375,3,min-25%,0,Berlin,Online Shopping,Credit Card,5.3,8.05,25%-50%,0,0,0,1,0
376,19,75%-max,0,Toronto,Utilities,Cheque,1.1,9.6,50%-75%,0,0,0,0,0
377,14,50%-75%,1,Vancouver,Entertainment,Mobile Payment,16.5,2.07,min-25%,0,0,0,0,0
378,17,50%-75%,1,Mexico City,Gaming,Credit Card,10.4,9.52,50%-75%,0,1,0,0,1
379,13,50%-75%,1,Rio,Jewelry,Mobile Payment,5.4,9.37,50%-75%,0,0,0,0,0
380,16,50%-75%,0,São Paulo,Healthcare,Credit Card,10.6,9.1,50%-75%,3,0,0,0,0
381,4,min-25%,1,Toronto,Crypto Exchange,Mobile Payment,5.6,40.94,75%-max,0,0,0,1,0
382,14,50%-75%,0,Berlin,Entertainment,Crypto,9.2,4.0,25%-50%,0,1,0,0,0
383,20,75%-max,0,São Paulo,Online Shopping,Credit Card,8.2,4.18,25%-50%,1,0,0,0,0
384,23,75%-max,0,Rio,Gaming,Credit Card,2.2,13.86,50%-75%,0,0,0,1,0
385,23,75%-max,0,Munich,Utilities,Credit Card,0.8,1.75,min-25%,0,0,0,1,0
386,20,75%-max,1,Paris,Online Shopping,Debit Card,4.8,21.52,75%-max,2,0,0,0,0
387,11,25%-50%,0,São Paulo,Crypto Exchange,Debit Card,3.4,10.82,50%-75%,0,0,0,0,0
388,6,min-25%,0,Manchester,Gaming,Bank Transfer,0.1,10.28,50%-75%,0,0,0,1,0
389,22,75%-max,0,Sydney,Fuel,Credit Card,1.2,4.99,25%-50%,1,0,0,1,0
390,22,75%-max,0,Guadalajara,Education,Credit Card,0.1,17.04,75%-max,0,0,0,1,0
391,12,25%-50%,1,Melbourne,Travel,Cheque,3.6,3.13,min-25%,1,1,0,0,0
392,18,50%-75%,0,New York,Utilities,Debit Card,4.6,11.52,50%-75%,0,0,0,0,1
393,19,75%-max,0,Rio,Fuel,Credit Card,2.6,20.73,75%-max,0,1,0,0,0
394,1,min-25%,1,Sydney,Electronics,Debit Card,4.4,3.81,25%-50%,0,0,0,1,1
395,7,25%-50%,1,Sydney,Education,Bank Transfer,0.6,14.32,50%-75%,0,1,0,0,0
396,15,50%-75%,0,Rio,Travel,Mobile Payment,12.6,1.04,min-25%,0,0,0,0,0
397,14,50%-75%,0,Mumbai,Travel,Debit Card,6.7,26.71,75%-max,0,0,0,0,0
398,19,75%-max,0,Los Angeles,Healthcare,Debit Card,3.8,19.19,75%-max,0,0,0,0,0
399,15,50%-75%,0,Tokyo,Restaurant,Credit Card,14.6,10.24,50%-75%,2,0,0,0,0
400,19,75%-max,0,Guadalajara,ATM Withdrawal,Mobile Payment,7.5,0.57,min-25%,0,1,1,0,0
401,23,75%-max,1,Los Angeles,Entertainment,Debit Card,24.5,13.11,50%-75%,0,0,0,1,0
402,14,50%-75%,0,São Paulo,Education,Credit Card,25.3,6.38,25%-50%,0,0,0,0,0
403,2,min-25%,0,Lyon,Clothing,Bank Transfer,3.5,2.95,min-25%,0,0,0,1,0
404,10,25%-50%,0,Rio,Utilities,Debit Card,5.4,4.58,25%-50%,0,0,0,0,0
405,19,75%-max,0,Los Angeles,Utilities,Debit Card,5.4,8.88,50%-75%,0,0,0,0,0
406,16,50%-75%,0,Mexico City,Fuel,Debit Card,3.3,2.1,min-25%,0,1,0,0,0
407,11,25%-50%,0,Mexico City,Education,Debit Card,5.9,16.86,75%-max,0,0,0,0,0
408,4,min-25%,0,Mumbai,Healthcare,Mobile Payment,12.9,10.22,50%-75%,0,0,0,1,0
409,14,50%-75%,0,Mumbai,Education,Bank Transfer,3.1,16.33,50%-75%,0,0,0,0,0
410,16,50%-75%,1,New York,Utilities,Crypto,1.2,1.62,min-25%,0,0,0,0,0
411,2,min-25%,0,Rio,Online Shopping,Crypto,5.4,18.39,75%-max,0,0,0,1,0
412,5,min-25%,1,London,Crypto Exchange,Debit Card,8.8,16.77,75%-max,3,0,0,1,0
413,21,75%-max,0,Melbourne,ATM Withdrawal,Debit Card,7.8,25.96,75%-max,0,0,0,0,0
414,8,25%-50%,0,Vancouver,Fuel,Credit Card,1.2,25.29,75%-max,0,0,1,0,0
415,2,min-25%,1,Munich,Restaurant,Debit Card,3.5,4.96,25%-50%,2,0,0,1,0
416,23,75%-max,0,Delhi,Online Shopping,Debit Card,6.5,14.13,50%-75%,0,0,1,1,0
417,18,50%-75%,0,Toronto,Fuel,Debit Card,1.6,31.52,75%-max,0,1,0,0,0
418,8,25%-50%,0,Rio,Restaurant,Debit Card,14.4,24.72,75%-max,0,0,0,0,0
419,23,75%-max,1,Tokyo,Utilities,Debit Card,3.4,24.21,75%-max,0,0,0,1,0
420,0,,0,Osaka,Restaurant,Debit Card,1.3,16.99,75%-max,0,1,0,1,0
421,9,25%-50%,0,Munich,ATM Withdrawal,Bank Transfer,19.7,18.4,75%-max,3,0,0,0,0
422,7,25%-50%,1,Lyon,Fuel,Debit Card,2.8,3.03,min-25%,1,0,0,0,0
423,20,75%-max,1,Toronto,Utilities,Credit Card,6.6,22.99,75%-max,0,0,0,0,0
424,0,,0,Berlin,Online Shopping,Credit Card,3.5,13.87,50%-75%,0,0,0,1,0
425,7,25%-50%,0,São Paulo,Utilities,Credit Card,2.8,0.83,min-25%,0,0,0,0,0
426,7,25%-50%,0,Delhi,Entertainment,Credit Card,3.5,1.8,min-25%,0,1,0,0,0
427,3,min-25%,0,Delhi,Utilities,Credit Card,15.6,34.75,75%-max,0,0,0,1,0
428,6,min-25%,0,Mumbai,Restaurant,Bank Transfer,0.6,28.98,75%-max,0,0,0,1,0
429,12,25%-50%,0,Mexico City,Restaurant,Debit Card,10.1,2.69,min-25%,0,1,0,0,0
430,18,50%-75%,1,Manchester,Crypto Exchange,Credit Card,8.1,10.46,50%-75%,0,0,0,0,0
431,21,75%-max,0,Lyon,Fuel,Crypto,5.0,5.65,25%-50%,0,1,0,0,0
432,3,min-25%,0,Tokyo,Jewelry,Bank Transfer,1.9,6.72,25%-50%,0,1,0,1,0
433,15,50%-75%,0,Osaka,ATM Withdrawal,Credit Card,3.5,3.45,25%-50%,2,0,0,0,0
434,10,25%-50%,1,Rio,Grocery,Credit Card,2.8,15.9,50%-75%,0,0,0,0,0
435,5,min-25%,0,Guadalajara,Crypto Exchange,Credit Card,2.2,0.8,min-25%,0,0,0,1,0
436,15,50%-75%,1,Sydney,Clothing,Debit Card,1.0,12.18,50%-75%,0,0,0,0,0
437,8,25%-50%,0,New York,Restaurant,Cheque,3.0,34.19,75%-max,0,1,1,0,0
438,4,min-25%,0,London,Entertainment,Credit Card,1.5,5.89,25%-50%,0,0,0,1,0
439,13,50%-75%,0,Toronto,Grocery,Credit Card,1.7,3.06,min-25%,2,0,0,0,1
440,18,50%-75%,0,Rio,Clothing,Bank Transfer,6.9,4.63,25%-50%,0,0,0,0,0
441,6,min-25%,0,New York,Online Shopping,Cheque,4.5,19.38,75%-max,0,0,0,1,0
442,9,25%-50%,1,São Paulo,Jewelry,Mobile Payment,1.3,16.83,75%-max,0,0,1,0,1
443,6,min-25%,0,Mumbai,Gaming,Credit Card,2.9,0.75,min-25%,0,1,0,1,0
444,22,75%-max,1,Tokyo,Electronics,Credit Card,0.9,12.35,50%-75%,0,0,0,1,0
445,4,min-25%,1,London,ATM Withdrawal,Bank Transfer,9.5,8.57,50%-75%,0,0,0,1,0
446,18,50%-75%,0,Munich,Entertainment,Bank Transfer,8.3,41.04,75%-max,0,0,0,0,0
447,10,25%-50%,0,Guadalajara,Education,Credit Card,10.7,16.3,50%-75%,0,0,0,0,0
448,18,50%-75%,1,Paris,Fuel,Debit Card,6.3,3.86,25%-50%,0,0,0,0,0
449,3,min-25%,1,Munich,Education,Credit Card,2.2,30.62,75%-max,0,0,0,1,0
450,23,75%-max,0,Lyon,Restaurant,Credit Card,1.5,11.72,50%-75%,0,0,0,1,1
451,19,75%-max,0,São Paulo,Grocery,Debit Card,12.3,12.62,50%-75%,0,0,0,0,0
452,14,50%-75%,0,Mumbai,Gaming,Mobile Payment,7.5,13.44,50%-75%,0,0,0,0,0
453,9,25%-50%,1,Melbourne,Clothing,Debit Card,2.1,13.78,50%-75%,0,0,0,0,0
454,23,75%-max,0,Mumbai,ATM Withdrawal,Mobile Payment,3.5,13.47,50%-75%,0,0,0,1,0
455,5,min-25%,0,Vancouver,Travel,Crypto,3.4,0.38,min-25%,0,0,1,1,0
456,19,75%-max,0,Sydney,Gaming,Crypto,7.2,0.58,min-25%,3,0,0,0,0
457,5,min-25%,0,Paris,Clothing,Credit Card,8.8,7.14,25%-50%,0,0,0,1,0
458,14,50%-75%,0,London,Utilities,Credit Card,2.5,7.23,25%-50%,0,0,0,0,0
459,12,25%-50%,0,Delhi,Utilities,Debit Card,7.2,26.89,75%-max,0,0,0,0,0
460,3,min-25%,0,Osaka,Education,Debit Card,11.5,3.87,25%-50%,0,0,0,1,0
461,9,25%-50%,0,Los Angeles,Travel,Cheque,6.4,1.77,min-25%,5,0,0,0,0
462,14,50%-75%,1,Delhi,Grocery,Crypto,0.1,11.38,50%-75%,0,0,0,0,0
463,7,25%-50%,1,Tokyo,Restaurant,Credit Card,0.7,1.03,min-25%,0,1,0,0,0
464,2,min-25%,1,Mumbai,Travel,Mobile Payment,10.9,1.94,min-25%,1,0,0,1,0
465,9,25%-50%,1,Guadalajara,Jewelry,Bank Transfer,3.0,16.71,75%-max,0,0,0,0,0
466,7,25%-50%,0,Osaka,Online Shopping,Credit Card,1.0,6.08,25%-50%,0,0,0,0,0
467,10,25%-50%,0,Osaka,Electronics,Credit Card,9.4,2.96,min-25%,0,0,0,0,0
468,6,min-25%,1,Paris,Fuel,Debit Card,0.1,7.07,25%-50%,1,1,0,1,0
469,18,50%-75%,1,Vancouver,Healthcare,Bank Transfer,12.0,28.23,75%-max,0,0,0,0,0
470,6,min-25%,0,Berlin,Education,Credit Card,4.5,13.61,50%-75%,1,0,0,1,0
471,15,50%-75%,1,Delhi,Education,Cheque,12.1,4.28,25%-50%,0,0,0,0,0
472,16,50%-75%,1,São Paulo,Fuel,Crypto,9.6,1.36,min-25%,1,0,0,0,0
473,8,25%-50%,0,Los Angeles,ATM Withdrawal,Debit Card,5.1,0.58,min-25%,3,0,0,0,0
474,10,25%-50%,0,Los Angeles,Jewelry,Credit Card,2.0,4.11,25%-50%,0,0,0,0,0
475,19,75%-max,0,Paris,Clothing,Bank Transfer,8.8,2.36,min-25%,0,0,0,0,0
476,23,75%-max,0,Sydney,Travel,Credit Card,5.7,1.27,min-25%,0,1,0,1,0
477,3,min-25%,0,Berlin,Fuel,Credit Card,14.1,5.75,25%-50%,0,0,0,1,0
478,19,75%-max,0,Rio,Restaurant,Mobile Payment,1.5,4.03,25%-50%,0,0,0,0,0
479,20,75%-max,0,Rio,Gaming,Debit Card,0.4,24.67,75%-max,0,0,0,0,0
480,10,25%-50%,0,São Paulo,Fuel,Debit Card,11.9,4.26,25%-50%,0,0,0,0,0
481,11,25%-50%,0,São Paulo,Clothing,Credit Card,4.7,38.51,75%-max,2,0,1,0,0
482,0,,1,Rio,Restaurant,Bank Transfer,10.3,5.07,25%-50%,0,0,0,1,0
483,10,25%-50%,0,São Paulo,Clothing,Mobile Payment,0.1,6.87,25%-50%,0,0,0,0,0
484,10,25%-50%,0,Rio,Grocery,Debit Card,9.0,25.17,75%-max,1,0,0,0,0
485,21,75%-max,0,Munich,Online Shopping,Credit Card,3.5,15.9,50%-75%,1,1,0,0,0
486,13,50%-75%,0,New York,Electronics,Debit Card,7.0,21.05,75%-max,0,0,0,0,0
487,9,25%-50%,0,Mumbai,ATM Withdrawal,Crypto,4.1,32.51,75%-max,0,0,0,0,0
488,8,25%-50%,0,New York,Travel,Credit Card,16.7,1.02,min-25%,0,0,0,0,0
489,15,50%-75%,0,Toronto,Grocery,Credit Card,5.9,2.95,min-25%,0,1,0,0,0
490,11,25%-50%,0,London,Fuel,Credit Card,4.0,11.28,50%-75%,0,0,0,0,0
491,19,75%-max,0,Tokyo,Utilities,Debit Card,1.4,14.76,50%-75%,0,0,0,0,0
492,22,75%-max,0,Guadalajara,Electronics,Credit Card,0.1,5.09,25%-50%,1,0,0,1,0
493,22,75%-max,0,Munich,Gaming,Mobile Payment,1.2,0.44,min-25%,0,0,0,1,0
494,19,75%-max,0,Osaka,Clothing,Debit Card,13.8,3.01,min-25%,0,0,0,0,0
495,0,,1,Vancouver,Restaurant,Debit Card,7.0,20.85,75%-max,0,0,0,1,0
496,8,25%-50%,0,São Paulo,ATM Withdrawal,Bank Transfer,14.7,0.17,min-25%,0,0,0,0,0
497,16,50%-75%,0,Guadalajara,Gaming,Mobile Payment,6.8,3.92,25%-50%,0,0,0,0,0
498,18,50%-75%,0,Lyon,Gaming,Credit Card,1.4,13.44,50%-75%,0,0,0,0,0
499,8,25%-50%,0,Munich,Crypto Exchange,Mobile Payment,1.3,65.02,75%-max,0,0,0,0,0
500,20,75%-max,0,Vancouver,Grocery,Credit Card,0.7,19.55,75%-max,0,0,0,0,0
501,20,75%-max,1,Lyon,Online Shopping,Mobile Payment,9.2,25.55,75%-max,0,0,0,0,0
502,17,50%-75%,1,São Paulo,Travel,Credit Card,1.4,1.44,min-25%,0,0,0,0,0
503,8,25%-50%,0,São Paulo,Education,Cheque,9.1,13.83,50%-75%,2,0,0,0,0
504,9,25%-50%,0,Melbourne,Restaurant,Debit Card,8.1,10.26,50%-75%,1,0,0,0,0
505,4,min-25%,0,Delhi,Restaurant,Crypto,3.0,16.54,75%-max,0,0,0,1,0
506,18,50%-75%,0,Delhi,ATM Withdrawal,Credit Card,0.5,4.16,25%-50%,0,0,1,0,0
507,17,50%-75%,1,Lyon,Fuel,Debit Card,13.9,15.76,50%-75%,0,0,0,0,0
508,7,25%-50%,1,São Paulo,Entertainment,Credit Card,0.5,46.1,75%-max,0,0,0,0,0
509,13,50%-75%,1,Guadalajara,Restaurant,Credit Card,1.4,5.4,25%-50%,0,0,0,0,0
510,9,25%-50%,1,Tokyo,Crypto Exchange,Mobile Payment,3.0,12.02,50%-75%,0,0,0,0,0
511,2,min-25%,0,Tokyo,Education,Credit Card,4.1,6.33,25%-50%,2,0,1,1,0
512,14,50%-75%,0,Munich,Jewelry,Debit Card,8.0,26.79,75%-max,0,0,0,0,0
513,1,min-25%,0,São Paulo,ATM Withdrawal,Credit Card,2.4,5.15,25%-50%,0,0,0,1,0
514,18,50%-75%,1,Delhi,Gaming,Credit Card,0.5,23.83,75%-max,5,0,0,0,1
515,3,min-25%,0,São Paulo,Crypto Exchange,Credit Card,6.9,6.3,25%-50%,0,0,0,1,1
516,8,25%-50%,1,New York,ATM Withdrawal,Credit Card,3.2,9.58,50%-75%,0,0,0,0,0
517,4,min-25%,1,Vancouver,Electronics,Bank Transfer,1.8,29.87,75%-max,0,0,0,1,0
518,17,50%-75%,0,Guadalajara,Clothing,Credit Card,12.0,20.37,75%-max,0,0,0,0,0
519,3,min-25%,0,Mexico City,Fuel,Bank Transfer,2.4,14.24,50%-75%,0,0,0,1,0
520,20,75%-max,1,Munich,Fuel,Debit Card,3.4,16.7,75%-max,0,0,0,0,0
521,10,25%-50%,0,Toronto,Grocery,Bank Transfer,28.0,0.31,min-25%,0,0,0,0,0
522,17,50%-75%,1,Berlin,Jewelry,Credit Card,0.2,35.72,75%-max,0,0,0,0,0
523,16,50%-75%,1,Munich,Jewelry,Credit Card,0.7,1.68,min-25%,0,0,0,0,0
524,16,50%-75%,1,Mumbai,Fuel,Debit Card,0.2,9.89,50%-75%,1,0,0,0,0
525,16,50%-75%,0,Osaka,Travel,Credit Card,3.6,6.6,25%-50%,1,0,0,0,0
526,18,50%-75%,0,London,Healthcare,Credit Card,0.4,19.97,75%-max,0,0,0,0,0
527,23,75%-max,0,Vancouver,Travel,Debit Card,10.7,8.53,50%-75%,0,0,0,1,0
528,8,25%-50%,1,New York,ATM Withdrawal,Credit Card,10.0,14.23,50%-75%,0,0,0,0,0
529,22,75%-max,0,Tokyo,Grocery,Credit Card,0.4,0.79,min-25%,0,0,0,1,0
